#SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
2183	34529489	pubmed	Martin TD (2021)	14-PMID34529489	472	472	Yes	18	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	-	Rag1-/- mice	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	185-3 MPNST	Malignant Peripheral Nerve Sheath Tumor (MPNST) cancer cell	tumorigenicity	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in a tumor population grown in Rag1-/- hosts upon KO.|Hit genes with a significant negative log2fc are depleted in a tumor population grown in Rag1-/- hosts upon KO.	BioGRID ORCS	Tumor cell survival in immunodeficient host
2184	34529489	pubmed	Martin TD (2021)	15-PMID34529489	472	472	Yes	21	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	185-3 MPNST	Malignant Peripheral Nerve Sheath Tumor (MPNST) cancer cell	tumorigenicity	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in a tumor population grown in WT (immunocompetent) hosts upon KO.|Hit genes with a significant negative log2fc are depleted in a tumor population grown in WT (immunocompetent) hosts upon KO.	BioGRID ORCS	Tumor cell survival
2185	34529489	pubmed	Martin TD (2021)	16-PMID34529489	471	471	Yes	58	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	B16	Melanoma Cell Line	cell proliferation	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in an in vitro population upon KO.|Hit genes with a significant negative log2fc are depleted in an in vitro population upon KO.	BioGRID ORCS	Cell-essential and growth restrictive genes
2186	34529489	pubmed	Martin TD (2021)	17-PMID34529489	471	471	Yes	36	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	-	Rag1-/- mice	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	B16	Melanoma Cell Line	tumorigenicity	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in a tumor population grown in Rag1-/- hosts  upon KO.|Hit genes with a significant negative log2fc are depleted in a tumor population grown in Rag1-/- hosts upon KO.	BioGRID ORCS	Tumor cell survival in an immunodeficient host
2187	34529489	pubmed	Martin TD (2021)	18-PMID34529489	471	471	Yes	23	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	B16	Melanoma Cell Line	tumorigenicity	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in a tumor population grown in WT (immunocompetent) hosts  upon KO.|Hit genes with a significant negative log2fc are depleted in a tumor population grown in WT (immunocompetent) hosts upon KO.	BioGRID ORCS	Tumor cell survival
2188	34529489	pubmed	Martin TD (2021)	19-PMID34529489	472	472	Yes	31	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	Pool	Timecourse	10 Doublings	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	KP1233	Non-Small Cell Lung Cancer Cell Line	cell proliferation	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in an in vitro population upon KO.|Hit genes with a significant negative log2fc are depleted in an in vitro population upon KO.	BioGRID ORCS	Cell-essential and growth restrictive genes
2189	34529489	pubmed	Martin TD (2021)	20-PMID34529489	472	472	Yes	4	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	-	Rag1-/- mice	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	KP1233	Non-Small Cell Lung Cancer Cell Line	tumorigenicity	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in a tumor population grown in Rag1-/- hosts upon KO.|Hit genes with a significant negative log2fc are depleted in a tumor population grown in Rag1-/- hosts upon KO.	BioGRID ORCS	Tumor cell survival in an immunodeficient host
2190	34529489	pubmed	Martin TD (2021)	21-PMID34529489	472	472	Yes	0	EdgeR	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive and Negative Selection	in vivo	Implantation to Mouse Model	-	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	KP1233	Non-Small Cell Lung Cancer Cell Line	tumorigenicity	3	Log2FC	p-Value	FDR	-	-	10090	M. musculus	Hit genes with a significant positive log2fc are enriched in a tumor population grown in WT (immunocompetent) hosts upon KO.|Hit genes with a significant negative log2fc are depleted in a tumor population grown in WT (immunocompetent) hosts upon KO.	BioGRID ORCS	Tumor cell survival
2191	34529489	pubmed	Martin TD (2021)	22-PMID34529489	472	472	Yes	13	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Negative Selection	Pool	T cell exposure	6 Hours	OT-I T cells	0.1 Ratio of effector cells/target cells	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	cell proliferation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are depleted upon KO in C57BL/6 mouse pancreas cells expressing full-length ovalbumin exposed to cytotoxic OT-I CD8 cells at a ratio of 0.1 to 1	BioGRID ORCS	Tumor cell survival in the presence of CD8+ T cells
2192	34529489	pubmed	Martin TD (2021)	23-PMID34529489	472	472	Yes	18	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive Selection	Pool	T cell exposure	6 Hours	OT-I T cells	0.1 Ratio of effector cells/target cells	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	cell proliferation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are enriched upon KO in C57BL/6 mouse pancreas cells expressing full-length ovalbumin exposed to cytotoxic OT-I CD8 cells at a ratio of 0.1 to 1	BioGRID ORCS	Tumor cell survival in the presence of CD8+ T cells
2193	34529489	pubmed	Martin TD (2021)	24-PMID34529489	472	472	Yes	2	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Negative Selection	Pool	T cell exposure	6 Hours	OT-I T cells	0.25 Ratio of effector cells/target cells	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	cell proliferation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are depleted upon KO in C57BL/6 mouse pancreas cells expressing full-length ovalbumin exposed to cytotoxic OT-I CD8 cells at a ratio of 0.25 to 1	BioGRID ORCS	Tumor cell survival in the presence of CD8+ T cells
2194	34529489	pubmed	Martin TD (2021)	25-PMID34529489	472	472	Yes	7	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Positive Selection	Pool	T cell exposure	6 Hours	OT-I T cells	0.25 Ratio of effector cells/target cells	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	cell proliferation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are enriched upon KO in C57BL/6 mouse pancreas cells expressing full-length ovalbumin exposed to cytotoxic OT-I CD8 cells at a ratio of 0.25 to 1	BioGRID ORCS	Tumor cell survival in the presence of CD8+ T cells
2195	34529489	pubmed	Martin TD (2021)	26-PMID34529489	472	472	Yes	5	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Phenotype Screen	Pool	Cytokine exposure	16 Hours	Interferon gamma	20.0 ng	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are enriched in a population showing reduced  SIINFEKL presentation upon KO in the presence of IFN-gamma	BioGRID ORCS	Regulators of SIINFEKL presentation in response to IFN-gamma
2196	34529489	pubmed	Martin TD (2021)	27-PMID34529489	472	472	Yes	3	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Phenotype Screen	Pool	Timecourse	16 Hours	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are enriched in a population showing reduced  SIINFEKL presentation upon KO	BioGRID ORCS	Regulators of SIINFEKL presentation
2197	34529489	pubmed	Martin TD (2021)	28-PMID34529489	472	472	Yes	9	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Phenotype Screen	Pool	Cytokine exposure	16 Hours	Interferon gamma	20.0 ng	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are enriched in a population showing reduced  HLA presentation upon KO in the presence of interferon-gamma	BioGRID ORCS	Regulators of HLA presentation  in response to IFN-gamma
2198	34529489	pubmed	Martin TD (2021)	29-PMID34529489	472	472	Yes	40	MaGeCK	Score Significance	Score.3 (FDR) < 0.1	High Throughput	Phenotype Screen	Pool	Timecourse	16 Hours	-	-	-	Mouse Tumor Suppressor Gene (TSG) targeted library (Elledge, 2021)	CRISPRn	Knockout	Cas9	C57BL/6 mouse pancreas cells expressing full-length ovalbumin	Pancreatic Cell Line	protein/peptide accumulation	4	MaGeCK Score	p-Value	FDR	Log2FC	-	10090	M. musculus	Hit genes are enriched in a population showing reduced  HLA presentation upon KO	BioGRID ORCS	Regulators of HLA presentation
2211	36794958	pubmed	Gilliland HN (2023)	1-PMID36794958	11702	11702	Yes	100	Robust-rank aggregation (RRA)	Score Significance	Score.1 (Rank) <= 100.0	High Throughput	Phenotype Screen	Pool	Bacteria Exposure	4 Hours	Mycobacterium abscessus	5.0 MOI	-	Brie (mouse)	CRISPRn	Knockout	Cas9	iBMDM (immortalized bone marrow derived macrophages)	macrophage	response to bacteria	3	Rank	Log2FC	p-Value	-	-	10090	M. musculus	Hit genes are enriched in a population sorted for low Mycobacterium abscessus uptake, suggesting KO of the hit gene prevents uptake|Authors used a combination of gene level p-values and sgRNA level log2fc values to determine hits. The top 100 ranked genes from their results met these thresholds.	BioGRID ORCS	Increased resistance to bacterial uptake
